onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
19.267	0.09997775602823822	19267	38	image	3831	384	00384_cream	1	1	1	n/a
19.467	0.09995808534222306	19467	79	image	797	80	00080_bat2	1	1	2	0.1999506025968003
19.667	0.09996689999752562	19667	11	image	11952	1196	01196_salami	1	1	3	0.1999243146565277
19.867	0.09995949999938603	19867	10	image	10468	1047	01047_pinecone	1	1	4	0.19994698534355848
20.068	0.0999735293116828	20068	15	image	1598	160	00160_bowling_ball	1	1	5	0.19991704137282795
20.266	0.09997629999998026	20266	63	image	6394	640	00640_gutter	1	1	6	0.19994465862691868
20.466	0.09997568534163292	20466	20	image	2030	203	00203_button1	1	1	7	0.19992435343374382
20.666	0.09996777068590745	20666	78	image	7890	789	00789_lantern	1	1	8	0.19994726122240536
20.866	0.09996769999997923	20866	40	image	407	41	00041_asparagus	1	1	9	0.19993429999885848
21.065	0.09997091465629637	21065	13	image	1392	140	00140_bolo_tie	1	1	10	0.1999249094624247
21.266	0.09996328534180066	21266	26	image	2677	268	00268_chalkboard	1	1	11	0.19994277588193654
21.466	0.09997472931354423	21466	15	image	1565	157	00157_bow3	1	1	12	0.19992899999851943
21.665	0.09995958534273086	21665	40	image	401	41	00041_asparagus	1	1	13	0.19992873877708917
21.866	0.09996847328147851	21866	91	image	9142	915	00915_mouth	1	1	14	0.19994367328399676
22.065	0.09998182931667543	22065	12	image	12575	1258	01258_shield	1	1	15	0.1999121267144801
22.266	0.09997237068819231	22266	13	image	13389	1339	01339_sparkler	1	1	16	0.19995036122418242
22.465	0.09997042931354372	22465	11	image	11278	1128	01128_radio	1	1	17	0.19993192412221106
22.665	0.09996682931523537	22665	29	image	2966	297	00297_chive	1	1	18	0.1999394905360532
22.865	0.09996469999896362	22865	10	image	10729	1073	01073_polar_bear	1	1	19	0.19992689480568515
23.065	0.09998005862507853	23065	50	image	5013	502	00502_fence	1	1	20	0.1999370319135778
25.248	0.09997438534264802	25248	15	image	15952	1596	01596_water_fountain	1	2	1	0.0
25.448	0.09997001465671929	25448	77	image	7785	779	00779_knob	1	2	2	0.19994524656794965
25.647	0.0999756146557047	25647	12	image	12922	1293	01293_skin	1	2	3	0.19991862411916372
25.848	0.0999764000007417	25848	11	image	11555	1156	01156_revolver	1	2	4	0.1999460612241819
26.047	0.0999629586294759	26047	64	image	6449	645	00645_hairbrush	1	2	5	0.199929924117896
26.248	0.09996317068726057	26248	91	image	9150	915	00915_mouth	1	2	6	0.19994969053732348
26.447	0.09997311465849634	26447	44	image	443	45	00045_baby	1	2	7	0.19990832412076998
26.648	0.09997088534510112	26648	11	image	11906	1191	01191_saddle	1	2	8	0.19994867587956833
26.847	0.09996301465798751	26847	12	image	1295	130	00130_blouse	1	2	9	0.1999258241194184
27.047	0.09996725603195955	27047	14	image	14401	1441	01441_tambourine	1	2	10	0.19995247587939957
27.247	0.09997312931227498	27247	12	image	12841	1285	01285_sink	1	2	11	0.19991140946513042
27.447	0.0999630000005709	27447	85	image	8557	856	00856_mango	1	2	12	0.19993478534161113
27.647	0.09997341465714271	27647	16	image	16100	1610	01610_whale	1	2	13	0.1999429465686262
27.847	0.09996912931455881	27847	54	image	5494	550	00550_fondue	1	2	14	0.19993554396933177
28.047	0.0999692439690989	28047	15	image	15021	1503	01503_totem_pole	1	2	15	0.1999221387777652
28.247	0.09996818534273189	28247	15	image	15410	1541	01541_tupperware	1	2	16	0.19995376122096786
28.446	0.09996801465604221	28446	81	image	8179	818	00818_light_switch	1	2	17	0.19991593877784908
28.647	0.09996801465604221	28647	25	image	2530	253	00253_catapult	1	2	18	0.19994506122384337
28.847	0.0999663706861611	28847	11	image	11708	1171	01171_rocking_chair	1	2	19	0.19993742931183078
29.046	0.099985500000912	29046	15	image	1505	151	00151_boot	1	2	20	0.1999121094631846
31.079	0.0999722853412095	31079	12	image	12966	1297	01297_sledgehammer	1	3	1	0.0
31.279	0.09996791465528077	31279	35	image	350	35	00035_arm	1	3	2	0.19994141725328518
31.479	0.09998117328359513	31479	10	image	10022	1003	01003_peanut_butter	1	3	3	0.19992343877675012
31.679	0.09996922931532026	31679	15	image	15341	1535	01535_trunk	1	3	4	0.19994386122198193
31.879	0.09997047328579356	31879	96	image	9676	968	00968_paddle	1	3	5	0.19992032411755645
32.079	0.09996198534281575	32079	14	image	14869	1487	01487_toga	1	3	6	0.19995806122460635
32.278	0.09998051465663593	32278	11	image	1151	116	00116_birdbath	1	3	7	0.19990575343399541
32.479	0.09997030000158702	32479	87	image	8789	879	00879_medal	1	3	8	0.1999529465647356
32.679	0.09997627068514703	32679	14	image	14367	1437	01437_tadpole	1	3	9	0.19993182931648334
32.878	0.09997001465671929	32878	44	image	4440	444	00444_doorbell	1	3	10	0.19992512411772623
33.079	0.09996622931430466	33079	76	image	7680	768	00768_keyboard	1	3	11	0.19995084656693507
33.278	0.09998739999718964	33278	14	image	14650	1465	01465_test_tube	1	3	12	0.19990745343602612
