onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
12.937	0.09996922729260405	12937	62	image	625	63	00063_bandanna	4	1	1	n/a
13.139	0.09996881364713772	13139	95	image	9566	957	00957_organ	4	1	2	0.19995143644337077
13.337	0.09995374991194694	13337	88	image	8869	887	00887_microwave	4	1	3	0.19992902729063644
13.537	0.09996324093299336	13537	55	image	5581	559	00559_fossil	4	1	4	0.19993053626603796
13.737	0.09997072728583589	13737	14	image	14414	1442	01442_tank1	4	1	5	0.19993575008993503
13.937	0.09996244093417772	13937	15	image	15430	1543	01543_turbine	4	1	6	0.19992654991074232
14.137	0.09997668635332957	14137	92	image	9200	920	00920_mulberry	4	1	7	0.19993111364601646
14.337	0.09996864093409386	14337	11	image	11284	1129	01129_raft	4	1	8	0.19995080915396102
14.537	0.0999702136432461	14537	86	image	8645	865	00865_marmalade	4	1	9	0.1999276409333106
14.736	0.09996185457930551	14736	92	image	9263	927	00927_nail	4	1	10	0.19993353626705357
14.937	0.0999606545738061	14937	15	image	15652	1566	01566_velcro	4	1	11	0.1999494637348107
15.136	0.09997862728778273	15136	20	image	2033	204	00204_button2	4	1	12	0.19990706355747534
15.337	0.09996132729065721	15337	16	image	16329	1633	01633_woman	4	1	13	0.1999599500813929
15.536	0.09997254093468655	15536	17	image	1728	173	00173_brass_knuckles	4	1	14	0.1999178362711973
15.737	0.0999551409331616	15737	17	image	1715	172	00172_branch	4	1	15	0.19995016372922692
15.936	0.0999718999992183	15936	12	image	12106	1211	01211_sawhorse	4	1	16	0.19991396355908364
16.136	0.09996488635442802	16136	13	image	13510	1351	01351_spring_roll	4	1	17	0.1999507500877371
16.336	0.09997394093079492	16336	15	image	15024	1503	01503_totem_pole	4	1	18	0.1999180226266617
16.536	0.09995067719864892	16536	12	image	12185	1219	01219_scarf	4	1	19	0.19995707737325574
16.736	0.09997142728752806	16736	89	image	8938	894	00894_mitten	4	1	20	0.1999083362716192
19.185	0.09996237720406498	19185	11	image	11189	1119	01119_quilt	4	2	1	0.0
19.385	0.09998655457457062	19385	31	image	3169	317	00317_closet	4	2	2	0.19994028635846917
19.585	0.09997170000133337	19585	27	image	2763	277	00277_cheesecake	4	2	3	0.19994965457590297
19.785	0.09997311364350026	19785	40	image	4024	403	00403_curling_iron	4	2	4	0.1999070499150548
19.985	0.09996527271141531	19985	89	image	8939	894	00894_mitten	4	2	5	0.19996226373041281
20.185	0.09996624093400897	20185	14	image	14219	1422	01422_swimsuit	4	2	6	0.19992240897772717
20.385	0.0999633272876963	20385	84	image	8460	846	00846_maggot	4	2	7	0.19994557737663854
20.584	0.09996682728888118	20584	60	image	6028	603	00603_goblet	4	2	8	0.19992222262590076
20.784	0.09997199999997974	20784	10	image	10366	1037	01037_piggy_bank	4	2	9	0.19993059999978868
20.985	0.09997100914915791	20985	56	image	5623	563	00563_french_fries	4	2	10	0.19994239551306237
21.185	0.09997081364417681	21185	15	image	15703	1571	01571_videocassette	4	2	11	0.1999427818627737
21.384	0.09997062728507444	21384	10	image	10590	1059	01059_plaster_cast	4	2	12	0.19992013627052074
21.585	0.09997565457888413	21585	12	image	12657	1266	01266_shopping_cart	4	2	13	0.19993576372871757
21.784	0.09997927271251683	21784	10	image	10400	1040	01040_pillow	4	2	14	0.19992113627085928
21.984	0.09996522728761192	21984	52	image	527	53	00053_bagel	4	2	15	0.19995155008655274
