onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
15.807	0.09998398730385816	15807	14	image	14053	1406	01406_suitcase	4	1	1	n/a
16.008	0.09996767461052514	16008	35	image	3511	352	00352_cookie_cutter	4	1	2	0.19994770155244623
16.206	0.09996794922699337	16206	14	image	14018	1402	01402_stuffing	4	1	3	0.19993133808020502
16.406	0.09998814922801103	16406	71	image	710	71	00071_barnacle	4	1	4	0.19991898575244704
16.606	0.09996341269288678	16606	28	image	2823	283	00283_chicken1	4	1	5	0.1999561761658697
16.806	0.09997566191668739	16806	10	image	1032	104	00104_beetle	4	1	6	0.19991831114384695
17.006	0.09998074922259548	17006	32	image	3282	329	00329_cocktail	4	1	7	0.19994243963446934
17.206	0.09997386191753321	17206	54	image	5418	542	00542_floss	4	1	8	0.1999298603659554
17.406	0.09997586192184826	17406	59	image	5980	598	00598_globe	4	1	9	0.19993882693597698
17.605	0.09996030000183964	17605	11	image	11593	1160	01160_rice	4	1	10	0.19993454767245566
17.806	0.09997294922141009	17806	15	image	15878	1588	01588_washboard	4	1	11	0.19993887771852314
18.005	0.09996251269330969	18005	15	image	15551	1556	01556_underwear	4	1	12	0.19992686036493978
18.206	0.09995759689627448	18206	86	image	8693	870	00870_mast	4	1	13	0.19994341424535378
18.405	0.0999800999998115	18405	15	image	15326	1533	01533_truck	4	1	14	0.1999158476719458
18.606	0.0999579746130621	18606	10	image	10098	1010	01010_pelican	4	1	15	0.19996075232847943
18.805	0.09998263807938201	18805	80	image	8008	801	00801_lectern	4	1	16	0.1999087476724526
19.005	0.0999563619188848	19005	78	image	7806	781	00781_koala	4	1	17	0.1999556777154794
19.205	0.09997649999786518	19205	10	image	10608	1061	01061_plate	4	1	18	0.19990903498182888
19.405	0.09996584922191687	19405	58	image	5853	586	00586_gear	4	1	19	0.19995266501791775
19.605	0.09998020000057295	19605	16	image	16007	1601	01601_wax	4	1	20	0.19992252228257712
22.554	0.09997529844986275	22554	46	image	4661	467	00467_duster	4	2	1	0.0
22.755	0.09997756191660301	22755	14	image	14496	1450	01450_tattoo	4	2	2	0.1999496761673072
22.954	0.09994913497575908	22954	28	image	2895	290	00290_chin	4	2	3	0.19994280000173603
23.154	0.09997596191897173	23154	50	image	5086	509	00509_file1	4	2	4	0.19991338574982365
23.354	0.09997266191567178	23354	75	image	7538	754	00754_juice	4	2	5	0.19995351424950059
23.553	0.09997797461619484	23553	67	image	6715	672	00672_headlamp	4	2	6	0.19991887305513956
23.754	0.09996959999989485	23754	12	image	12911	1292	01292_ski_pole	4	2	7	0.19995378885869286
23.953	0.09997596191897173	23953	14	image	14001	1401	01401_stroller	4	2	8	0.19990341114316834
24.154	0.09996597461213241	24154	13	image	13189	1319	01319_soap	4	2	9	0.1999594396329485
24.353	0.09996262694403413	24353	28	image	2839	284	00284_chicken2	4	2	10	0.19993230803811457
24.554	0.09997136191668687	24554	49	image	4922	493	00493_eye_patch	4	2	11	0.19993409196467837
24.754	0.0999665730560082	24754	77	image	7779	778	00778_knitting_needle	4	2	12	0.19993941269422066
24.953	0.09997287461010274	24953	16	image	16374	1638	01638_wrap	4	2	13	0.19991803497759975
25.153	0.09997817461407976	25153	68	image	6804	681	00681_hedgehog	4	2	14	0.1999422523258545
25.353	0.0999660619199858	25353	27	image	2764	277	00277_cheesecake	4	2	15	0.19994370000131312
25.553	0.09997998730614199	25553	30	image	3042	305	00305_cigarette_holder	4	2	16	0.19990813497861382
25.753	0.09997098730673315	25753	22	image	2273	228	00228_candy_cane	4	2	17	0.1999529650202021
25.953	0.09997528730309568	25953	42	image	4229	423	00423_dice	4	2	18	0.19992193498183042
26.153	0.09996996191694052	26153	77	image	7786	779	00779_knob	4	2	19	0.19995066502087866
26.353	0.09997799999837298	26353	16	image	1692	170	00170_braid	4	2	20	0.19991732228299952
28.669	0.09998399845062522	28669	47	image	4787	479	00479_eggnog	4	3	1	0.0
28.869	0.09996586191482493	28869	15	image	15814	1582	01582_walker2	4	3	2	0.1999602507785312
29.068	0.09997002538875677	29068	14	image	14131	1414	01414_suspenders	4	3	3	0.1999188095869613
29.269	0.09997637305787066	29269	56	image	5635	564	00564_frisbee	4	3	4	0.19994239041261608
29.468	0.09997049999947194	29468	69	image	6978	698	00698_hook1	4	3	5	0.19992502228342346
29.669	0.09996914922157885	29669	96	image	9690	969	00969_padlock	4	3	6	0.19994460310408613
29.868	0.09999014922505012	29868	15	image	15381	1539	01539_tumbleweed	4	3	7	0.19990856036383775
30.069	0.0999705492213252	30069	12	image	12733	1274	01274_showerhead	4	3	8	0.19995251424916205
30.268	0.0999754873009806	30268	76	image	7685	769	00769_keyhole	4	3	9	0.19992594767245464
30.468	0.09997301269686432	30468	15	image	15071	1508	01508_toy	4	3	10	0.19995193963040947
30.668	0.09996213807971799	30668	12	image	1284	129	00129_block	4	3	11	0.19992074767287704
30.868	0.09996448730089469	30868	61	image	618	62	00062_bandage	4	3	12	0.19994453963590786
31.068	0.09998444922530325	31068	68	image	6801	681	00681_hedgehog	4	3	13	0.19991022383328527
