onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
14.341	0.09997167273468222	14341	37	image	3775	378	00378_cranberry	13	1	1	n/a
14.541	0.09997321413902682	14541	55	image	5531	554	00554_football_helmet	13	1	2	0.19995081414162996
14.741	0.0999718999992183	14741	32	image	321	33	00033_aquarium	13	1	3	0.1999412141412904
14.941	0.09997082828340353	14941	28	image	2873	288	00288_chili	13	1	4	0.19992163030838128
15.141	0.09996460000184015	15141	31	image	3195	320	00320_clothespin	13	1	5	0.19995366968942108
15.34	0.099969356560905	15340	62	image	6213	622	00622_gravestone	13	1	6	0.19992213031218853
15.541	0.09996471413978725	15541	11	image	11560	1156	01156_revolver	13	1	7	0.19994526968730497
15.74	0.09997854242101312	15740	43	image	4373	438	00438_dolly	13	1	8	0.19991583031151094
15.941	0.0999737858583103	15941	36	image	3696	370	00370_cot	13	1	9	0.19994409797072876
16.141	0.099973128279089	16141	18	image	1817	182	00182_brownie	13	1	10	0.19993969999995898
16.34	0.09998182726849336	16340	10	image	10288	1029	01029_phone	13	1	11	0.1999139161707717
16.54	0.0999664282790036	16540	37	image	3748	375	00375_cow	13	1	12	0.19995076968916692
16.74	0.09995621414054767	16740	48	image	4813	482	00482_elbow	13	1	13	0.19993013031125884
16.94	0.0999725989822764	16940	12	image	12172	1218	01218_scarecrow	13	1	14	0.1999292272666935
17.14	0.09998381413970492	17140	52	image	5275	528	00528_fishhook	13	1	15	0.19992570101385354
17.34	0.09996174242041889	17340	67	image	6704	671	00671_headdress	13	1	16	0.19995455554817454
17.54	0.09996614242118085	17540	24	image	2477	248	00248_carrot	13	1	17	0.19992323030965053
17.74	0.09997252827815828	17740	17	image	1734	174	00174_breadstick	13	1	18	0.1999404838315968
17.94	0.0999823141428351	17940	10	image	10854	1086	01086_porcupine	13	1	19	0.19992083030956564
18.14	0.0999593585911498	18140	13	image	13176	1318	01318_snowsuit	13	1	20	0.19994708383092075
20.106	0.09996039999896311	20106	33	image	3383	339	00339_collar	13	2	1	0.0
20.306	0.09998147171791061	20306	76	image	7650	765	00765_keg	13	2	2	0.1999383414076874
20.506	0.09996939999837196	20506	13	image	13149	1315	01315_snowman	13	2	3	0.19994788585972856
20.705	0.09996905656225863	20705	43	image	43	5	00005_air_conditioner	13	2	4	0.19991770202977932
20.906	0.099961228279426	20906	99	image	9923	993	00993_parsley	13	2	5	0.19994778382897493
21.105	0.09997592828221968	21105	16	image	16142	1615	01615_whisk	13	2	6	0.19991083030981827
21.306	0.09997180000209482	21306	15	image	15932	1594	01594_water_cooler	13	2	7	0.19995788382948376
21.506	0.09996121413860237	21506	12	image	12597	1260	01260_shirt	13	2	8	0.19993428586167283
21.705	0.09997182828010409	21705	75	image	7527	753	00753_jug	13	2	9	0.19991233031032607
21.906	0.09996528585907072	21906	14	image	14115	1412	01412_surfboard	13	2	10	0.19995589796963031
22.105	0.09997101414046483	22105	12	image	12096	1210	01210_saw	13	2	11	0.1999193161718722
22.305	0.0999632000020938	22305	15	image	15613	1562	01562_van	13	2	12	0.19995136968645966
22.505	0.09998024242304382	22505	16	image	16382	1639	01639_wrapping_paper	13	2	13	0.19991350203054026
22.705	0.09997747172019444	22705	90	image	9083	909	00909_motorcycle	13	2	14	0.19994911210960709
22.905	0.0999764000007417	22905	13	image	13936	1394	01394_strainer	13	2	15	0.19991998789191712
23.105	0.09997355656014406	23105	13	image	13759	1376	01376_stem	13	2	16	0.19993439999961993
23.305	0.09996584242253448	23305	71	image	719	72	00072_barrel	13	2	17	0.19993621413959772
23.505	0.0999579141389404	23505	60	image	6006	601	00601_goalpost	13	2	18	0.19995606968950597
23.704	0.09997305656361277	23704	45	image	4555	456	00456_drink	13	2	19	0.19991093031057972
23.905	0.09997078586093266	23905	17	image	172	18	00018_amber	13	2	20	0.1999547838277067
26.037	0.09996437171867001	26037	47	image	4765	477	00477_egg_roll	13	3	1	0.0
26.237	0.09997749898320762	26237	11	image	11207	1121	01121_raccoon	13	3	2	0.19993215757858707
26.437	0.09997698484221473	26437	29	image	2920	292	00292_chinchilla	13	3	3	0.199942371717043
26.637	0.0999662434333004	26637	33	image	336	34	00034_arch	13	3	4	0.19995165453656227
26.837	0.09996217070147395	26837	13	image	13403	1341	01341_spear	13	3	5	0.19991934546487755
27.037	0.0999825717190106	27037	30	image	3036	304	00304_cigarette_butt	13	3	6	0.19993612624966772
27.237	0.09997431414012681	27237	15	image	15979	1598	01598_watering_can	13	3	7	0.19992551617178833
27.437	0.09996959999989485	27437	10	image	10473	1048	01048_ping-pong_table	13	3	8	0.1999496555472433
27.636	0.09998358484153869	27636	20	image	2060	206	00206_cabinet	13	3	9	0.19991441617094097
27.837	0.09996002827756456	27837	12	image	12663	1267	01267_shortbread	13	3	10	0.19995708383066813
28.036	0.09997784241932095	28036	13	image	13138	1314	01314_snowboard	13	3	11	0.19991061617110972
