onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
17.615	0.09997636118350783	17615	13	image	13264	1327	01327_sombrero	7	1	1	n/a
17.816	0.09997048705918132	17816	88	image	8838	884	00884_metronome	7	1	2	0.19995187763197464
18.015	0.09996183881594334	18015	11	image	11376	1138	01138_rat	7	1	3	0.19993214473652188
18.215	0.09997053881306783	18215	14	image	14491	1450	01450_tattoo	7	1	4	0.19993262938442058
18.415	0.09997022587413085	18415	11	image	11276	1128	01128_radio	7	1	5	0.19993368355426355
18.615	0.0999640129339241	18615	69	image	6987	699	00699_hook2	7	1	6	0.19994514232530491
18.815	0.24993329056815128	18815	13	image	13579	1358	01358_squid	7	1	7	0.19993099649218493
19.081	0.09997117412058287	19081	26	image	2699	270	00270_chandelier	7	1	8	0.26657239999985904
19.282	0.09996037061864627	19282	82	image	8258	826	00826_lip_gloss	7	1	9	0.19994527762537473
19.481	0.0999785258754855	19481	52	image	5214	522	00522_firetruck	7	1	10	0.19991615768230986
19.682	0.099971400002687	19682	53	image	5333	534	00534_flan	7	1	11	0.1999517423173529
19.881	0.09997325175208971	19881	15	image	15227	1523	01523_triangle	7	1	12	0.19992405768061872
20.081	0.09995502587844385	20081	89	image	8941	895	00895_mixer	7	1	13	0.19995434232259868
20.281	0.09996839999803342	20281	63	image	6306	631	00631_guardrail	7	1	14	0.1999170706149016
20.481	0.09996673880959861	20481	16	image	16417	1642	01642_wrench	7	1	15	0.19994595526441117
20.681	0.09997063881746726	20681	77	image	7757	776	00776_knife	7	1	16	0.1999257317984302
20.881	0.09997289999955683	20881	95	image	9521	953	00953_oilcan	7	1	17	0.19993795526170288
21.081	0.09996325175234233	21081	10	image	10649	1065	01065_pliers	7	1	18	0.19993044473812915
21.281	0.09997041293900111	21281	10	image	10929	1093	01093_potpie	7	1	19	0.19994078113813885
21.481	0.09997362587455427	21481	10	image	1071	108	00108_belt_buckle	7	1	20	0.1999143576795177
23.68	0.09997124824440107	23680	10	image	1094	110	00110_bib	7	2	1	0.0
23.88	0.09997402587760007	23880	38	image	3882	389	00389_crouton	7	2	2	0.19994933881389443
24.08	0.09996811293603969	24080	72	image	7245	725	00725_iceskate	7	2	3	0.19994625175604597
24.28	0.09995842587886727	24280	14	image	14212	1422	01422_swimsuit	7	2	4	0.1999204576750344
24.48	0.09997441293671727	24480	14	image	14003	1401	01401_stroller	7	2	5	0.19994026820131694
24.68	0.09996831293756259	24680	37	image	3747	375	00375_cow	7	2	6	0.19991904473863542
24.88	0.09995637412430369	24880	16	image	16415	1642	01642_wrench	7	2	7	0.1999568681967503
25.08	0.09995942587556783	25080	44	image	4401	441	00441_donkey	7	2	8	0.19993078706465894
25.279	0.09996947411855217	25279	13	image	13317	1332	01332_soy_sauce	7	2	9	0.19992414474108955
25.48	0.09997051293612458	25480	82	image	8209	821	00821_lime	7	2	10	0.19993735525713419
25.68	0.09996099999989383	25680	13	image	13345	1335	01335_spaghetti	7	2	11	0.19994667412538547
25.879	0.09996352587404544	25879	54	image	5445	545	00545_flute	7	2	12	0.1999187576766417
26.08	0.09997432237287285	26080	62	image	626	63	00063_bandanna	7	2	13	0.1999470552582352
26.279	0.09994353180081816	26279	14	image	14797	1480	01480_tinsel	7	2	14	0.1999379870649136
26.479	0.0999733999997261	26479	11	image	11379	1138	01138_rat	7	2	15	0.1999176576755417
26.679	0.09996941294230055	26679	16	image	16075	1608	01608_weed	7	2	16	0.19994385525933467
26.879	0.09998190350233926	26879	14	image	14526	1453	01453_teabag	7	2	17	0.19991905768256402
27.079	0.09996731293722405	27079	12	image	12493	1250	01250_shears	7	2	18	0.19994275525823468
27.279	0.09997500000099535	27279	46	image	4636	464	00464_dumbwaiter	7	2	19	0.1999253317990224
27.479	0.09996001293620793	27479	10	image	10378	1038	01038_pill	7	2	20	0.19995464232488303
29.178	0.09997177412515157	29178	16	image	16539	1654	01654_zucchini	7	3	1	0.0
29.379	0.09996331293586991	29379	87	image	8792	880	00880_meerkat	7	3	2	0.19995870350612677
29.578	0.09998432587599382	29578	87	image	8711	872	00872_match	7	3	3	0.19991093180215103
29.778	0.09997223881509854	29778	14	image	1453	146	00146_bonsai	7	3	4	0.19994826820038725
29.978	0.09996099999989383	29978	25	image	2588	259	00259_cellphone	7	3	5	0.19993101885847864
30.178	0.09996705175217357	30178	69	image	6905	691	00691_hole	7	3	6	0.1999433164492075
30.378	0.09996273881552042	30378	90	image	9062	907	00907_moth	7	3	7	0.1999223835518933
30.578	0.09997431293595582	30578	10	image	1090	109	00109_berry	7	3	8	0.19994248114016955
30.778	0.09997535175352823	30778	29	image	2910	291	00291_chinaware	7	3	9	0.19992224473753595
30.978	0.09996639999735635	30978	41	image	4147	415	00415_defibrillator	7	3	10	0.19995054232276743
31.177	0.09996672587658395	31177	12	image	12252	1226	01226_scrabble	7	3	11	0.19992634473965154
31.378	0.0999597258742142	31378	10	image	104	11	00011_album	7	3	12	0.1999448552596732
31.578	0.09995921293375432	31578	11	image	11536	1154	01154_remote_control	7	3	13	0.19993501294084126
31.777	0.09996502587819123	31777	67	image	6734	674	00674_headphones	7	3	14	0.19992311886016978
31.978	0.09996479999972507	31978	13	image	13607	1361	01361_stained_glass	7	3	15	0.1999405681999633
32.177	0.09997170000133337	32177	73	image	7365	737	00737_jack	7	3	16	0.19992424473821302
32.378	0.09997032587853028	32378	15	image	15680	1568	01568_vent	7	3	17	0.199948242323444
32.577	0.09995211294153705	32577	16	image	1681	169	00169_bracket	7	3	18	0.1999419129351736
32.777	0.0999719870633271	32777	10	image	1065	107	00107_belt	7	3	19	0.19991373180164373
32.977	0.09997569999904954	32977	13	image	13530	1353	01353_sprinkler	7	3	20	0.1999491552633117
34.743	0.09998592237388948	34743	20	image	2014	202	00202_butterfly	7	4	1	0.0
34.943	0.09997650000150315	34943	57	image	5713	572	00572_fuse	7	4	2	0.19995566469151527
35.143	0.09996945175225846	35143	55	image	5540	554	00554_football_helmet	7	4	3	0.19992209299016395
35.343	0.09997657412532135	35343	13	image	13002	1301	01301_slipper	7	4	4	0.19992793881101534
35.543	0.09996762236551149	35543	70	image	7011	702	00702_horn	7	4	5	0.19994637763375067
35.743	0.09998311644449132	35743	16	image	16330	1633	01633_woman	7	4	6	0.19993684824657976
35.943	0.09997518705858965	35943	72	image	7256	726	00726_icicle	7	4	7	0.19991790000131004
36.142	0.09996726469398709	36142	13	image	13753	1376	01376_stem	7	4	8	0.19995004824158968
36.342	0.09996462587878341	36342	76	image	7642	765	00765_keg	7	4	9	0.19992771293982514
36.543	0.09996296118697501	36543	64	image	6456	646	00646_hairdryer	7	4	10	0.19995210701381438
36.742	0.09996916469026473	36742	12	image	12018	1202	01202_sandwich	7	4	11	0.19991640592343174
36.943	0.09999107762632775	36943	10	image	10693	1070	01070_pogo_stick	7	4	12	0.19995035526517313
37.142	0.09998401294069481	37142	62	image	6239	624	00624_green_beans	7	4	13	0.19991174473398132
37.343	0.09997039999871049	37343	52	image	5261	527	00527_fishbowl	7	4	14	0.19995175526491948
37.542	0.09996673881323659	37542	79	image	7945	795	00795_latte	7	4	15	0.19992024473685888
37.742	0.09997476469288813	37742	13	image	13579	1358	01358_squid	7	4	16	0.1999408870615298
37.942	0.09997776469026576	37942	12	image	12602	1261	01261_shoe	7	4	17	0.19992940000156523
38.142	0.09995153179988847	38142	14	image	1409	141	00141_bologna	7	4	18	0.19994459407462273
38.342	0.09996893881543656	38342	82	image	8286	829	00829_llama	7	4	19	0.19992421886126976
38.542	0.09997982587447041	38542	70	image	7012	702	00702_horn	7	4	20	0.19994028114160756
40.258	0.09996777412379743	40258	20	image	2036	204	00204_button2	7	5	1	0.0
40.458	0.09996002587649855	40458	81	image	811	82	00082_bathrobe	7	5	2	0.19995819056930486
40.658	0.09996020350808976	40658	13	image	13902	1391	01391_stove1	7	5	3	0.1999195447388047
40.858	0.09997363881484489	40858	14	image	1403	141	00141_bologna	7	5	4	0.19992950000232668
41.058	0.09997078706146567	41058	49	image	4975	498	00498_fan	7	5	5	0.19994166819742532
41.257	0.09996772587692249	41257	34	image	3418	342	00342_combination_lock	7	5	6	0.1999216317999526
41.458	0.09995863881704281	41458	35	image	3509	351	00351_cooker	7	5	7	0.19995895526153618
41.657	0.09998195175649016	41657	16	image	16297	1630	01630_wire	7	5	8	0.19990715767562506
41.858	0.09997406118418439	41858	13	image	13791	1380	01380_stick	7	5	9	0.19995478113924037
42.057	0.09997431293595582	42057	95	image	9563	957	00957_organ	7	5	10	0.19991804474193486
42.258	0.09996791293451679	42258	51	image	5174	518	00518_fire_hydrant	7	5	11	0.1999525293831539
42.458	0.09996313881129026	42458	52	image	5291	530	00530_fishnet_stockings	7	5	12	0.1999351000013121
42.657	0.09997241293967818	42657	77	image	7751	776	00776_knife	7	5	13	0.1999141447340662
42.857	0.09996943881560583	42857	15	image	15036	1504	01504_toucan	7	5	14	0.19995566820216482
43.057	0.09997058706358075	43057	87	image	8797	880	00880_meerkat	7	5	15	0.1999270258747856
43.257	0.09996955174938194	43257	48	image	4826	483	00483_electric_chair	7	5	16	0.1999195188654994
43.457	0.09996727412362816	43457	61	image	6169	617	00617_grapevine	7	5	17	0.19995099407606176
43.657	0.0999772258765006	43657	71	image	717	72	00072_barrel	7	5	18	0.1999152059215703
43.857	0.09996750000209431	43857	84	image	8402	841	00841_lunchbox	7	5	19	0.1999499811354326
44.057	0.09997920000023441	44057	13	image	13178	1318	01318_snowsuit	7	5	20	0.19992293180621346
45.889	0.09997326118536876	45889	66	image	6682	669	00669_hay	7	6	1	0.0
46.09	0.09996390000014799	46090	16	image	16242	1625	01625_windsock	7	6	2	0.19994749056786532
46.289	0.09998251293654903	46289	36	image	3630	363	00363_cornbread	7	6	3	0.19991015768027864
46.489	0.09997122587446938	46489	90	image	9086	909	00909_motorcycle	7	6	4	0.1999436870610225
46.689	0.09997866468984284	46689	14	image	14270	1427	01427_sword	7	6	5	0.1999254129405017
46.89	0.09997087412557448	46890	88	image	8819	882	00882_melon	7	6	6	0.19995456819378887
47.089	0.09996751293874695	47089	12	image	12633	1264	01264_shoelace	7	6	7	0.19992441886643064
47.289	0.09996285174929653	47289	13	image	13689	1369	01369_stapler	7	6	8	0.1999525423234445
47.489	0.09997533881687559	47489	15	image	15669	1567	01567_vending_machine	7	6	9	0.19991763179859845
47.689	0.09997062587717664	47689	12	image	12748	1275	01275_shredder	7	6	10	0.19995006819954142
47.889	0.09996762587616104	47889	14	image	14136	1414	01414_suspenders	7	6	11	0.1999208576780802
48.089	0.09995909999997821	48089	67	image	6740	674	00674_headphones	7	6	12	0.19994606819818728
48.289	0.09997965175352874	48289	84	image	8471	848	00848_magnifier	7	6	13	0.19991621886219946
48.489	0.09996358706484898	48489	13	image	13041	1305	01305_slug	7	6	14	0.1999502940743696
48.688	0.09995382587658241	48688	45	image	455	46	00046_backdrop	7	6	15	0.19992823180291452
48.889	0.09997070000099484	48889	97	image	9784	979	00979_panties	7	6	16	0.1999329552600102
49.088	0.09996943881560583	49088	11	image	11227	1123	01123_rack1	7	6	17	0.19992421886126976
49.289	0.09997058705994277	49289	13	image	13408	1341	01341_spear	7	6	18	0.19994728114033933
49.488	0.09997345175361261	49488	14	image	14847	1485	01485_toaster_oven	7	6	19	0.1999176059216552
