onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
8.934	0.09998391350563907	8934	58	image	5867	587	00587_gearshift	4	1	1	n/a
9.135	0.09996615135423781	9135	68	image	681	69	00069_barcode	4	1	2	0.1999562270102615
9.333	0.09997640271103592	9333	10	image	10916	1092	01092_pothole	4	1	3	0.19992373243076145
9.533	0.09996351621521171	9533	14	image	14837	1484	01484_toaster	4	1	4	0.19992832163370622
9.733	0.09996748378580378	9733	84	image	8478	848	00848_magnifier	4	1	5	0.19994616215080896
9.933	0.09995926757073903	9933	49	image	4902	491	00491_extinguisher	4	1	6	0.19992515406374878
10.133	0.09997373514124774	10133	13	image	13189	1319	01319_soap	4	1	7	0.19993404593515152
10.333	0.09998406757040357	10333	42	image	4224	423	00423_dice	4	1	8	0.19992183785143425
10.533	0.09996320000027481	10533	62	image	6258	626	00626_grille	4	1	9	0.19996246214941493
10.732	0.09997515135546564	10732	15	image	15686	1569	01569_vest	4	1	10	0.19991185406433942
10.933	0.09996665135258809	10933	32	image	3250	325	00325_coaster	4	1	11	0.1999501621521631
11.132	0.09997298378402775	11132	72	image	7290	729	00729_incubator	4	1	12	0.19991252163345052
11.333	0.0999564513531368	11333	27	image	2711	272	00272_charger	4	1	13	0.19996137836642447
11.532	0.09997673514044436	11532	97	image	9745	975	00975_palm_tree	4	1	14	0.19991303784809134
11.733	0.09996048378525302	11733	32	image	3209	321	00321_cloud	4	1	15	0.1999565459354926
11.932	0.09996728378428088	11932	10	image	10342	1035	01035_piecrust	4	1	16	0.19991083784952934
12.132	0.09997986756934552	12132	14	image	14924	1493	01493_tooth	4	1	17	0.19994636215051287
12.332	0.0999770675698528	12332	49	image	4923	493	00493_eye_patch	4	1	18	0.19992222163455153
12.532	0.09995899999921676	12532	75	image	7576	758	00758_jumpsuit	4	1	19	0.1999501945811062
12.732	0.09998936757074262	12732	10	image	10374	1038	01038_pill	4	1	20	0.19990973784842936
15.098	0.09997518649470294	15098	64	image	6467	647	00647_hairnet	4	2	1	0.0
15.298	0.09995706757035805	15298	255	target	n/a	n/a	n/a	4	2	2	0.19995189728979312
15.498	0.09997386757095228	15498	12	image	12453	1246	01246_shaker	4	2	3	0.1999162216343393
15.698	0.09997586756981036	15698	29	image	2991	300	00300_christmas_tree	4	2	4	0.1999399945798359
15.898	0.09998526214985759	15898	26	image	2672	268	00268_chalkboard	4	2	5	0.19992310541965708
16.098	0.09996763514027407	16098	31	image	3138	314	00314_clipper2	4	2	6	0.1999583945798804
16.297	0.09998620000078517	16297	14	image	1416	142	00142_bolt	4	2	7	0.1999091216348461
16.497	0.09997138378457748	16497	80	image	8071	808	00808_lemonade	4	2	8	0.19993618378612155
16.697	0.09997438378559309	16697	78	image	7834	784	00784_ladybug	4	2	9	0.19993398378392158
16.898	0.0999537000006967	16898	55	image	5587	559	00559_fossil	4	2	10	0.19995977836515522
17.097	0.09997291621402837	17097	16	image	16507	1651	01651_yolk	4	2	11	0.19990850542126282
17.297	0.09996369999862509	17297	12	image	12124	1213	01213_scaffold	4	2	12	0.19994957836570393
17.497	0.09996491621313908	17497	15	image	15242	1525	01525_trident	4	2	13	0.19994020000012824
17.697	0.09997180000027583	17697	13	image	13985	1399	01399_stretcher	4	2	14	0.1999176378485572
17.897	0.09996866756955569	17897	54	image	5401	541	00541_float	4	2	15	0.1999462945805135
18.097	0.09997180000027583	18097	39	image	3924	393	00393_crutch	4	2	16	0.19992132163497445
18.297	0.09997645135445055	18297	75	image	7524	753	00753_jug	4	2	17	0.19994557836434979
18.497	0.09996209999917482	18497	13	image	13805	1381	01381_sticker	4	2	18	0.1999410837852338
18.697	0.0999821513560164	18697	12	image	12913	1292	01292_ski_pole	4	2	19	0.19991095406476234
18.897	0.09997108378593111	18897	11	image	11937	1194	01194_sail	4	2	20	0.19995304593430774
20.796	0.09998337027718662	20796	13	image	13186	1319	01319_soap	4	3	1	0.0
20.996	0.09996746757133224	20996	53	image	5377	538	00538_flatiron	4	3	2	0.19995558107257239
21.196	0.09997356757048692	21196	13	image	13250	1325	01325_solar_panel	4	3	3	0.19991412163471978
21.396	0.0999605162141961	21396	15	image	15568	1557	01557_uniform	4	3	4	0.19996752972110698
21.596	0.09997370000019146	21596	52	image	5261	527	00527_fishbowl	4	3	5	0.1999020378498244
21.796	0.09998136756985332	21796	28	image	2895	290	00290_chin	4	3	6	0.19995049458157155
21.995	0.09996111621330783	21995	50	image	5060	506	00506_ferris_wheel	4	3	7	0.1999313892047212
22.196	0.09996603513900482	22196	14	image	14928	1493	01493_tooth	4	3	8	0.19994124322511198
22.395	0.09997523513993656	22395	16	image	16385	1639	01639_wrapping_paper	4	3	9	0.19991650541851413
22.596	0.09995558378432179	22596	16	image	16439	1644	01644_xylophone	4	3	10	0.19996006215114903
22.795	0.09997500000099535	22795	12	image	12278	1228	01228_scraper	4	3	11	0.19991360541825998
22.996	0.09997536757146008	22996	53	image	5335	534	00534_flan	4	3	12	0.19994919458076765
23.196	0.09998345135500131	23196	11	image	11915	1192	01192_safety_pin	4	3	13	0.19992740000088816
