onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
149.074	0.09996736402354145	149074	20	image	2074	208	00208_cactus	10	1	1	n/a
149.274	0.09996976978254679	149274	98	image	9840	984	00984_paper	10	1	2	0.199946115108105
149.474	0.09997916978136345	149474	79	image	7962	797	00797_lavender	10	1	3	0.19992416402419622
149.674	0.09995216978131793	149674	57	image	5780	578	00578_garter	10	1	4	0.19995633597682172
149.874	0.09997008489153814	149874	52	image	5237	524	00524_fireworks	10	1	5	0.19992046402330743
150.074	0.09996425467397785	150074	10	image	10729	1073	01073_polar_bear	10	1	6	0.199942751083654
150.273	0.09997323021707416	150273	29	image	2951	296	00296_chisel	10	1	7	0.1999229338071018
150.474	0.09995856978093798	150474	13	image	13234	1324	01324_sofa_bed	10	1	8	0.1999459510861925
150.674	0.09996738489098789	150674	89	image	8914	892	00892_missile	10	1	9	0.19993841510768107
150.873	0.09998093021567911	150873	20	image	2004	201	00201_butter	10	1	10	0.19991593380655104
151.074	0.09996984532699571	151074	13	image	13282	1329	01329_sorbet	10	1	11	0.19994625108483888
151.273	0.099973600001249	151273	29	image	2902	291	00291_chinaware	10	1	12	0.1999242489146127
151.473	0.09994141869901796	151473	12	image	12595	1260	01260_shirt	10	1	13	0.1999541813020187
151.673	0.09997028489306103	151673	13	image	1311	132	00132_blowfish	10	1	14	0.19990923380646564
151.873	0.09997102445777273	151873	46	image	4673	468	00468_dustpan	10	1	15	0.1999275302168826
152.073	0.09997234315414971	152073	30	image	3099	310	00310_clasp	10	1	16	0.19994625108665787
152.273	0.09997953956553829	152273	12	image	12386	1239	01239_seatbelt	10	1	17	0.1999268489125825
152.473	0.09996306978246139	152473	59	image	5919	592	00592_ginger	10	1	18	0.19995813597779488
152.673	0.09998123956575	152673	60	image	6038	604	00604_goggles	10	1	19	0.19991137913348211
152.873	0.09997265467427496	152873	18	image	1812	182	00182_brownie	10	1	20	0.1999451359752129
154.972	0.09999266402337526	154972	36	image	3690	369	00369_costume	10	2	1	0.0
155.172	0.09996536978360382	155172	48	image	4883	489	00489_exerciser	10	2	2	0.19997053021506872
155.372	0.09996585467706609	155372	78	image	7842	785	00785_lamb_chop	10	2	3	0.19991756402305327
155.572	0.09996143021817261	155572	11	image	11061	1107	01107_pulley	10	2	4	0.1999362244587246
155.772	0.09996455467262422	155772	32	image	3266	327	00327_cockatoo	10	2	5	0.1999372266291175
155.972	0.09997798489166598	155972	91	image	9163	917	00917_mud	10	2	6	0.1999457151068782
156.171	0.09997350000048755	156171	12	image	12751	1276	01276_shrimp	10	2	7	0.1999125884813111
156.372	0.09998573956727341	156372	13	image	1318	132	00132_blowfish	10	2	8	0.19994101151860377
156.571	0.09996926978237752	156571	74	image	7481	749	00749_jewel	10	2	9	0.19992693380663695
156.772	0.09997515467330231	156772	48	image	4854	486	00486_engine	10	2	10	0.19994828130256792
156.972	0.09996537913139036	156972	10	image	10496	1050	01050_pipe1	10	2	11	0.1999407000002975
157.171	0.09997529999964172	157171	11	image	11394	1140	01140_rattle	10	2	12	0.19991638848114235
157.372	0.09996418489208736	157372	14	image	14383	1439	01439_tag	10	2	13	0.19995516619201226
157.571	0.09996952086839883	157571	14	image	14398	1440	01440_tamale	10	2	14	0.19991731293885096
157.771	0.09997356978237804	157771	15	image	15169	1517	01517_trapdoor	10	2	15	0.19993421727849636
157.971	0.09997731510884478	157971	11	image	11681	1169	01169_rock	10	2	16	0.19992328848093166
158.171	0.09995899999921676	158171	16	image	16466	1647	01647_yarn	10	2	17	0.19996298130172363
158.371	0.09997687554096046	158371	96	image	9676	968	00968_paddle	10	2	18	0.19990731869984302
158.571	0.09996031869741273	158571	81	image	8164	817	00817_lifesaver	10	2	19	0.1999547964096564
158.771	0.09998298489153967	158771	79	image	7966	797	00797_lavender	10	2	20	0.19990773380595783
160.62	0.09997906402350054	160620	24	image	2498	250	00250_cash_register	10	3	1	0.0
160.82	0.09996733021762338	160820	64	image	6491	650	00650_ham	10	3	2	0.19995224532613065
161.02	0.09997897554421797	161020	86	image	8660	866	00866_marshmallow	10	3	3	0.19991831869629095
161.22	0.09997928489065089	161220	14	image	1441	145	00145_bongo	10	3	4	0.19994629641223582
161.42	0.0999836359769688	161420	46	image	4650	465	00465_dumpling	10	3	5	0.19992451869802608
161.62	0.09997798489166598	161620	13	image	13064	1307	01307_smoothie	10	3	6	0.19992521510903316
161.82	0.0999808395645232	161820	47	image	4752	476	00476_eclair	10	3	7	0.19995159641075588
162.02	0.09997189065143175	162020	65	image	6549	655	00655_handkerchief	10	3	8	0.19992740358793526
162.22	0.09996226978182676	162220	19	image	1910	191	00191_bulldozer	10	3	9	0.19994728130404837
162.42	0.09996678489005717	162420	61	image	6171	618	00618_grass	10	3	10	0.1999294999986887
162.619	0.09996986978330824	162619	11	image	11338	1134	01134_raisin	10	3	11	0.1999212884802546
162.82	0.09997441510677163	162820	27	image	2726	273	00273_chariot	10	3	12	0.19994886619497265
163.02	0.09994515826292627	163020	75	image	7580	758	00758_jumpsuit	10	3	13	0.19993876043372438
163.219	0.09997871510859113	163219	10	image	10497	1050	01050_pipe1	10	3	14	0.19992332445690408
163.42	0.0999582848889986	163420	85	image	8536	854	00854_man	10	3	15	0.1999471604358405
163.619	0.0999859697840293	163619	11	image	11812	1182	01182_rosary	10	3	16	0.19990943380435056
163.819	0.09995931510638911	163819	12	image	12190	1219	01219_scarf	10	3	17	0.19995953597754124
164.019	0.09996956978466187	164019	15	image	15357	1536	01536_tuba	10	3	18	0.19991387913069047
164.219	0.09997708489026991	164219	13	image	13346	1335	01335_spaghetti	10	3	19	0.19994455108644615
164.419	0.09997706978174392	164419	14	image	1446	145	00145_bongo	10	3	20	0.1999249186974339
166.418	0.09997819424279442	166418	81	image	8170	817	00817_lifesaver	10	4	1	0.0
166.618	0.0999531395646045	166618	14	image	14064	1407	01407_sundae	10	4	2	0.19994659065378073
166.818	0.09998695467584184	166818	90	image	9050	905	00905_mosquito_net	10	4	3	0.19991374891287705
167.018	0.09994651869601512	167018	75	image	7516	752	00752_joystick	10	4	4	0.19996670576074393
167.218	0.09996864532695326	167218	10	image	10409	1041	01041_pin	10	4	5	0.1999131791308173
167.418	0.09996823956498702	167418	70	image	7057	706	00706_hot-air_balloon	10	4	6	0.19994738130299083
167.618	0.09996948489242641	167618	42	image	4290	429	00429_dishwashing_liquid	10	4	7	0.19992011869726412
167.818	0.09997225467304816	167818	16	image	16142	1615	01615_whisk	10	4	8	0.1999387813029898
168.018	0.0999671000008675	168018	12	image	12681	1269	01269_shoulder	10	4	9	0.1999348884801293
168.218	0.09997143956570653	168218	12	image	12342	1235	01235_seafood	10	4	10	0.19994409641185484
168.418	0.09997006978483114	168418	23	image	2371	238	00238_car	10	4	11	0.1999199489127932
168.618	0.09998313956566562	168618	10	image	10357	1036	01036_pig	10	4	12	0.19993913597681967
168.818	0.09996983956625627	168818	37	image	3758	376	00376_coyote	10	4	13	0.1999385151102615
169.017	0.09999074532424856	169017	99	image	9910	991	00991_parking_meter	10	4	14	0.1999178035894147
169.218	0.09997935467617936	169218	88	image	8868	887	00887_microwave	10	4	15	0.19994968130049529
169.417	0.09996931510977447	169417	13	image	13080	1308	01308_snack	10	4	16	0.19992630358865426
169.618	0.09996257554303156	169618	80	image	8086	809	00809_lens	10	4	17	0.19994830576069944
169.817	0.09997456978271657	169817	10	image	10216	1022	01022_pepperoni	10	4	18	0.19992083956640272
170.017	0.09998282445667428	170017	43	image	4354	436	00436_doll	10	4	19	0.19993828130282054
170.217	0.09995974532648688	170217	99	image	9932	994	00994_pasta	10	4	20	0.19993694315417088
172.066	0.09997462445790006	172066	81	image	8160	816	00816_life_jacket	10	5	1	0.0
172.267	0.09996735467393592	172267	45	image	4502	451	00451_drain	10	5	2	0.19994439065339975
172.466	0.0999807697844517	172466	98	image	9892	990	00990_parfait	10	5	3	0.19991643380490132
172.667	0.09997143956570653	172667	62	image	6274	628	00628_grits	10	5	4	0.19995576619476196
172.866	0.09997699999985343	172866	46	image	4602	461	00461_duct	10	5	5	0.1999214884781395
173.066	0.09996619999947143	173066	41	image	4165	417	00417_deodorant	10	5	6	0.19994996619607264
173.266	0.09996783021779265	173266	98	image	9816	982	00982_pantyhose	10	5	7	0.19991783380464767
173.466	0.09996093956578989	173466	63	image	6387	639	00639_gurney	10	5	8	0.19995221152021259
173.666	0.09997011510859011	173666	34	image	3481	349	00349_contact_lens	10	5	9	0.19992077337155933
173.866	0.09996806978233508	173866	16	image	16266	1627	01627_wine_cooler	10	5	10	0.19993382662869408
174.066	0.09996633956689038	174066	78	image	7825	783	00783_ladder	10	5	11	0.19992926402301237
174.266	0.0999630546739354	174266	13	image	13303	1331	01331_soup	10	5	12	0.19994603597660898
174.466	0.09997955467406427	174466	48	image	4882	489	00489_exerciser	10	5	13	0.19991113380638126
174.666	0.09997546978411265	174666	14	image	14483	1449	01449_tarp	10	5	14	0.19995545108395163
174.865	0.09998646978419856	174865	88	image	8853	886	00886_microscope	10	5	15	0.19991484891579603
175.066	0.09996425467579684	175066	10	image	10129	1013	01013_pencil_sharpener	10	5	16	0.1999583510842058
175.266	0.0999662697849999	175266	14	image	14899	1490	01490_tomato	10	5	17	0.19993799999974726
175.465	0.09997555467634811	175465	83	image	8374	838	00838_loveseat	10	5	18	0.1999114640238986
175.666	0.09997972445671621	175666	29	image	2968	297	00297_chive	10	5	19	0.1999472661955224
175.865	0.09997053021652391	175865	14	image	14070	1407	01407_sundae	10	5	20	0.19992985826320364
177.698	0.0999857942424569	177698	11	image	11297	1130	01130_rag	10	6	1	0.0
177.898	0.0999756395649456	177898	12	image	12407	1241	01241_seismograph	10	6	2	0.19994720576141845
178.098	0.09997033956642554	178098	52	image	527	53	00053_bagel	10	6	3	0.19994848489113792
178.298	0.09997266978461994	178298	41	image	419	42	00042_avocado	10	6	4	0.1999184338055784
178.498	0.09995876978427987	178498	54	image	5404	541	00541_float	10	6	5	0.19995125108471257
178.697	0.09997731510702579	178697	10	image	10365	1037	01037_piggy_bank	10	6	6	0.19990731869984302
178.898	0.09995905467440025	178898	63	image	638	64	00064_banjo	10	6	7	0.1999576115176751
179.097	0.09998146978250588	179097	12	image	12873	1288	01288_skewer	10	6	8	0.19990918848088768
179.298	0.09996745467287838	179298	13	image	13229	1323	01323_soda_fountain	10	6	9	0.19996249641189934
179.497	0.09996588489229907	179497	48	image	4857	486	00486_engine	10	6	10	0.19991381869658653
179.698	0.09996005467473879	179698	92	image	9230	923	00923_mushroom	10	6	11	0.1999556813025265
179.897	0.09995798489217123	179897	46	image	4630	463	00463_dumbbell	10	6	12	0.19991921869768703
180.098	0.09996485467490857	180098	13	image	1376	138	00138_board_game	10	6	13	0.19994696619323804
180.297	0.09997256978385849	180297	11	image	11945	1195	01195_salad	10	6	14	0.19991674891571165
180.497	0.09995406978305255	180497	44	image	4418	442	00442_donut	10	6	15	0.19995483597631392
180.697	0.09996890000002168	180697	12	image	129	13	00013_almond	10	6	16	0.19991618847961945
180.897	0.0999901906507148	180897	11	image	11386	1139	01139_ratchet	10	6	17	0.19992572086994187
181.097	0.09996008489179076	181097	41	image	4175	418	00418_desk	10	6	18	0.199959005758501
181.297	0.09996936978313897	181297	79	image	7955	796	00796_lava	10	6	19	0.19991454891533067
181.497	0.09996146978483011	181497	10	image	10090	1009	01009_peg	10	6	20	0.19995375108373992
184.046	0.09998127913240751	184046	12	image	12996	1300	01300_sling	10	7	1	0.0
184.246	0.09996245467482368	184246	98	image	9820	982	00982_pantyhose	10	7	2	0.19996197554246464
184.446	0.09997855467554473	184446	14	image	14111	1412	01412_surfboard	10	7	3	0.1999158338057896
184.646	0.09998389065003721	184646	57	image	5760	576	00576_garbage_truck	10	7	4	0.19993311511098
184.846	0.09997545467558666	184846	12	image	12515	1252	01252_sheep	10	7	5	0.19993198488919006
185.046	0.09996198489170638	185046	11	image	11400	1140	01140_rattle	10	7	6	0.19995103597648267
185.245	0.0999630000005709	185245	75	image	7509	751	00751_jigsaw_puzzle	10	7	7	0.1999281338066794
185.446	0.09997465467495203	185446	13	image	13292	1330	01330_souffle	10	7	8	0.19994308130299032
185.646	0.09995534315567056	185646	71	image	7181	719	00719_hyena	10	7	9	0.19993989999966288
185.845	0.09998649999943154	185845	15	image	15028	1503	01503_totem_pole	10	7	10	0.19990733380655
186.046	0.0999738697828434	186046	14	image	14586	1459	01459_telegraph	10	7	11	0.19995536619353516
186.245	0.09997486978500092	186245	28	image	2897	290	00290_chin	10	7	12	0.19992463380549452
186.445	0.09997636978368973	186445	10	image	10244	1025	01025_pesto	10	7	13	0.1999461661944224
186.645	0.09998323956642707	186645	54	image	5479	548	00548_flyswatter	10	7	14	0.19990923380646564
186.845	0.09996976978436578	186845	64	image	6498	650	00650_ham	10	7	15	0.1999581359759759
187.045	0.09997186978216632	187045	12	image	12020	1202	01202_sandwich	10	7	16	0.19993103021806746
187.245	0.09997635467516375	187245	13	image	13046	1305	01305_slug	10	7	17	0.19992254891440098
187.445	0.09996905467414763	187445	70	image	7082	709	00709_hot_tub	10	7	18	0.19994585108543106
187.645	0.09998222445756255	187645	16	image	16257	1626	01626_wine_bottle	10	7	19	0.19991413380557788
187.845	0.09996086402497895	187845	15	image	155	16	00016_altar	10	7	20	0.19995440575985413
189.961	0.09996337913253228	189961	50	image	5093	510	00510_file2	10	8	1	0.0
190.161	0.09997853956519975	190161	29	image	2991	300	00300_christmas_tree	10	8	2	0.19993960575993697
190.36	0.09997138489234203	190360	13	image	13175	1318	01318_snowsuit	10	8	3	0.1999255884802551
190.561	0.09998106978127907	190561	19	image	1931	194	00194_bumper	10	8	4	0.1999493813036679
190.76	0.09998435467423405	190760	13	image	13504	1351	01351_spring_roll	10	8	5	0.19991346402275667
190.961	0.09997465467313305	190961	13	image	13335	1334	01334_spacesuit	10	8	6	0.1999561359771178
191.16	0.0999680395671021	191160	11	image	11339	1134	01134_raisin	10	8	7	0.19991586402284156
191.361	0.09995696978148771	191361	87	image	8710	871	00871_mat	10	8	8	0.1999594359767798
191.561	0.099968239566806	191561	45	image	4580	458	00458_dryer	10	8	9	0.19992593021561333
191.76	0.0999809697841556	191760	62	image	6250	625	00625_grill	10	8	10	0.19991421869781334
191.96	0.09998032445764693	191960	13	image	13513	1352	01352_springboard	10	8	11	0.1999554813028226
192.16	0.09996105467507732	192160	13	image	1387	139	00139_bobsled	10	8	12	0.1999238186981529
192.36	0.0999745546723716	192360	52	image	5297	530	00530_fishnet_stockings	10	8	13	0.19994046619467554
192.56	0.09996535467325884	192560	18	image	183	19	00019_ambulance	10	8	14	0.19992364891550096
192.76	0.09996842445798393	192760	31	image	3181	319	00319_clothesline	10	8	15	0.19995146619112347
192.96	0.09997765467596764	192960	13	image	1374	138	00138_board_game	10	8	16	0.1999132186974748
193.159	0.09998032445764693	193159	81	image	8102	811	00811_leotard	10	8	17	0.19993138489189732
193.36	0.09996413021508488	193360	53	image	5316	532	00532_flagpole	10	8	18	0.19995652086981863
193.56	0.09996865467292082	193560	51	image	5119	512	00512_film	10	8	19	0.199942845325495
193.759	0.09998821510816924	193759	14	image	14329	1433	01433_tablet	10	8	20	0.1999030338047305
195.692	0.0999801942416525	195692	12	image	12690	1269	01269_shoulder	10	9	1	0.0
195.892	0.09995600000002014	195892	12	image	12952	1296	01296_skunk	10	9	2	0.19995807554369094
196.092	0.09995865467317344	196092	13	image	13939	1394	01394_strainer	10	9	3	0.19993403021726408
196.292	0.09997948489217379	196292	98	image	9891	990	00990_parfait	10	9	4	0.19990451869671233
196.492	0.09998053956587682	196492	71	image	717	72	00072_barrel	10	9	5	0.19996058130345773
196.692	0.09997586978352047	196692	16	image	1680	168	00168_bracelet2	10	9	6	0.19991633380595886
196.892	0.0999619697813614	196892	24	image	2447	245	00245_cardinal	10	9	7	0.19994826619404193
197.092	0.09996725467499346	197092	14	image	14974	1498	01498_torpedo	10	9	8	0.1999184338055784
197.292	0.09996948489060742	197292	43	image	4333	434	00434_doghouse	10	9	9	0.19995522086901474
197.491	0.09997628489145427	197491	50	image	5096	510	00510_file2	10	9	10	0.19990706402313663
197.692	0.09998169999926176	197692	16	image	16132	1614	01614_whipped_cream	10	9	11	0.19994913597656705
197.892	0.09996356978081167	197892	14	image	14784	1479	01479_timer	10	9	12	0.19994124532604474
198.091	0.09996436978326528	198091	66	image	6660	666	00666_hatbox	10	9	13	0.1999208186971373
198.292	0.09997875467524864	198292	13	image	13062	1307	01307_smoothie	10	9	14	0.19994218130159425
198.491	0.09997525467406376	198491	15	image	15826	1583	01583_wall	10	9	15	0.1999235489165585
198.692	0.09996538488849183	198692	13	image	1339	134	00134_blueberry	10	9	16	0.19994823597698996
198.891	0.09996376978415356	198891	14	image	14258	1426	01426_swizzle_stick	10	9	17	0.19992443380397162
199.091	0.09995308489124	199091	15	image	1520	152	00152_bottle	10	9	18	0.199953551085855
199.291	0.09996575467630464	199291	14	image	14316	1432	01432_tablecloth	10	9	19	0.1999144640230952
199.491	0.09997645467410621	199491	38	image	3814	382	00382_crayfish	10	9	20	0.19993835108653002
201.34	0.09997196402400732	201340	14	image	1409	141	00141_bologna	10	10	1	0.0
