onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
201.929	0.09997694651792699	201929	11	image	11819	1182	01182_rosary	7	1	1	n/a
202.129	0.09996469999896362	202129	32	image	3211	322	00322_clove	7	1	2	0.19995064011163777
202.329	0.0999799133714987	202329	65	image	6516	652	00652_hamster	7	1	3	0.19991397966441582
202.529	0.09996041337035422	202529	14	image	14794	1480	01480_tinsel	7	1	4	0.1999568203355011
202.729	0.09998233370606613	202729	12	image	12746	1275	01275_shredder	7	1	5	0.1999131796637812
202.929	0.0999630000005709	202929	51	image	5128	513	00513_filter	7	1	6	0.19994714707536332
203.129	0.09997132674288878	203129	43	image	4303	431	00431_diving_board	7	1	7	0.19992076629569056
203.329	0.09995859999980894	203329	19	image	1932	194	00194_bumper	7	1	8	0.19995413370452297
203.529	0.099978426742382	203529	14	image	14193	1420	01420_sweet_potato	7	1	9	0.19990946629513928
203.729	0.0999578000009933	203729	11	image	11807	1181	01181_rope	7	1	10	0.19996244707544975
203.928	0.09997222674064687	203928	97	image	9777	978	00978_panda	7	1	11	0.19991673955519218
204.129	0.09997037325774727	204129	56	image	566	57	00057_balloon	7	1	12	0.19994367381696065
204.329	0.09996641337056644	204329	11	image	11686	1169	01169_rock	7	1	13	0.19994138662877958
204.528	0.09997381337052502	204528	53	image	5343	535	00535_flashbulb	7	1	14	0.1999184395535849
204.729	0.09997062674119661	204729	10	image	10994	1100	01100_projector	7	1	15	0.19994013370524044
204.928	0.09998108662875893	204928	83	image	8304	831	00831_lock	7	1	16	0.19992257966623583
205.128	0.09996404011144477	205128	65	image	6581	659	00659_hanger	7	1	17	0.1999373732596723
205.328	0.09996644010971067	205328	61	image	6153	616	00616_grapefruit	7	1	18	0.19994098662937176
205.528	0.09998782033289899	205528	12	image	12093	1210	01210_saw	7	1	19	0.19992601337071392
205.728	0.09998242674009816	205728	29	image	2982	299	00299_christmas_card	7	1	20	0.19992799999999988
207.561	0.09997765988737228	207561	14	image	14452	1446	01446_tapestry	7	2	1	0.0
207.761	0.09996612674149219	207761	255	target	n/a	n/a	n/a	7	2	2	0.19995779359305743
207.96	0.09997032674255024	207960	74	image	7400	740	00740_jalapeno	7	2	3	0.19992263955282397
208.161	0.09996942674115417	208161	28	image	282	29	00029_apple	7	2	4	0.1999355738171289
208.36	0.09996294011216378	208360	14	image	14971	1498	01498_torpedo	7	2	5	0.1999326128134271
208.561	0.09997106685295876	208561	93	image	9331	934	00934_neck	7	2	6	0.19993340696237283
208.76	0.09997654011203849	208760	16	image	16382	1639	01639_wrapping_paper	7	2	7	0.1999268064082571
208.961	0.09994575292512309	208961	78	image	7847	785	00785_lamb_chop	7	2	8	0.1999534470742219
209.16	0.099967626742	209160	30	image	3076	308	00308_clam	7	2	9	0.19992055292459554
209.361	0.09996268662871444	209361	12	image	12960	1296	01296_skunk	7	2	10	0.19994696044705051
209.56	0.09997132674288878	209560	36	image	3656	366	00366_cornucopia	7	2	11	0.1999126395530766
209.76	0.09997110000040266	209760	60	image	6054	606	00606_goldfish	7	2	12	0.19994676044552762
209.96	0.09996944011072628	209960	84	image	8492	850	00850_mail	7	2	13	0.19992872618604451
210.16	0.09996971337022842	210160	58	image	5844	585	00585_gazelle	7	2	14	0.1999448738151841
210.36	0.09995834010987892	210360	98	image	9851	986	00986_paper_plate	7	2	15	0.1999373133712652
210.56	0.09997771337111772	210560	73	image	7366	737	00737_jack	7	2	16	0.1999128395527805
210.76	0.09997349303739611	210760	80	image	8093	810	00810_leopard	7	2	17	0.19994627381674945
210.959	0.09998061337137187	210959	35	image	3597	360	00360_corkboard	7	2	18	0.1999210261838016
211.16	0.09997761337217526	211160	13	image	1340	134	00134_blueberry	7	2	19	0.19994796044557006
211.359	0.09996765348114423	211359	25	image	2577	258	00258_cello	7	2	20	0.19993082618384506
213.026	0.09998457326037169	213026	16	image	16517	1652	01652_zebra	7	3	1	0.0
213.226	0.09996231337208883	213226	12	image	12152	1216	01216_scalpel	7	3	2	0.1999527069638134
213.426	0.09996817325918528	213426	16	image	16338	1634	01634_wood	7	3	3	0.19993132674062508
213.625	0.09997194011157262	213625	13	image	13465	1347	01347_splinter	7	3	4	0.1999258994437696
213.826	0.09997149999981048	213826	13	image	13552	1356	01356_squash	7	3	5	0.1999528871874645
214.025	0.0999689267409849	214025	91	image	9167	917	00917_mud	7	3	6	0.19991911281249486
214.226	0.09996287325884623	214226	10	image	10166	1017	01017_penlight	7	3	7	0.19992848022229737
214.425	0.09996728662918031	214425	36	image	369	37	00037_arrow	7	3	8	0.19992885988904163
214.625	0.0999806069648912	214625	78	image	7833	784	00784_ladybug	7	3	9	0.19994014011172112
214.825	0.09997782674145128	214825	16	image	1627	163	00163_boxer_shorts	7	3	10	0.1999247331477818
215.025	0.09997331337035575	215025	20	image	2005	201	00201_butter	7	3	11	0.19995486044535937
215.225	0.09997182674123906	215225	25	image	2556	256	00256_caviar	7	3	12	0.19992743955481274
215.425	0.09996771336955135	215425	90	image	907	91	00091_beaker	7	3	13	0.19994354707523598
215.625	0.09997487325745169	215625	14	image	1412	142	00142_bolt	7	3	14	0.1999137662951398
215.825	0.09997996685342514	215825	82	image	8259	826	00826_lip_gloss	7	3	15	0.19994069359199784
216.025	0.0999615000000631	216025	30	image	3039	304	00304_cigarette_butt	7	3	16	0.19994576685348875
216.224	0.09997951337027189	216224	77	image	7722	773	00773_kitten	7	3	17	0.19991762618337816
216.425	0.09996930000124848	216425	45	image	4511	452	00452_drawer	7	3	18	0.1999526738163695
216.624	0.09997741337065236	216624	73	image	7392	740	00740_jalapeno	7	3	19	0.19991913955527707
216.825	0.09996658662930713	216825	99	image	9908	991	00991_parking_meter	7	3	20	0.19995706044574035
218.557	0.09996588662943395	218557	13	image	13268	1327	01327_sombrero	7	4	1	0.0
218.757	0.09997975988699181	218757	11	image	11344	1135	01135_rake	7	4	2	0.19994460696398164
218.957	0.09996532674085756	218957	68	image	6878	688	00688_hobbyhorse	7	4	3	0.19992891281253833
219.157	0.09997968662901258	219157	11	image	11070	1107	01107_pulley	7	4	4	0.19993697381687525
219.357	0.09997128662871546	219357	16	image	16144	1615	01615_whisk	7	4	5	0.1999334133706725
219.557	0.09997769999972661	219557	45	image	45	5	00005_air_conditioner	7	4	6	0.1999188395548117
219.757	0.09996070000124746	219757	15	image	15520	1552	01552_typewriter	7	4	7	0.1999601337029162
219.957	0.09997254011250334	219957	57	image	5790	579	00579_gas_mask	7	4	8	0.19992283955434687
220.157	0.09997217325690144	220157	15	image	15991	1600	01600_waterwheel	7	4	9	0.199943973817426
220.356	0.0999593000015011	220356	91	image	9160	916	00916_mouthpiece	7	4	10	0.19992333955269714
220.557	0.09998180000002321	220557	91	image	9178	918	00918_muffin	7	4	11	0.19993606044772605
220.756	0.09996407326070766	220756	37	image	3740	374	00374_counter	7	4	12	0.19992853955227474
220.957	0.09995662674009509	220957	20	image	2043	205	00205_cabbage	7	4	13	0.19995062033558497
221.156	0.099986600000193	221156	59	image	5924	593	00593_gingerbread_man	7	4	14	0.19990849303576397
221.357	0.09995063955466321	221357	13	image	1350	135	00135_boa	7	4	15	0.1999567738166661
221.556	0.09997252674293122	221556	10	image	10945	1095	01095_powder	7	4	16	0.19991481281249435
221.756	0.09999210000023595	221756	14	image	14160	1416	01416_swan	7	4	17	0.19994814707570185
221.956	0.09996534011224867	221956	28	image	2893	290	00290_chin	7	4	18	0.19992563955383957
222.156	0.09997629999998026	222156	17	image	1720	172	00172_branch	7	4	19	0.19994157381734112
222.356	0.0999829000011232	222356	12	image	12035	1204	01204_sardine	7	4	20	0.19993169999906968
224.122	0.09998323314721347	224122	15	image	15022	1503	01503_totem_pole	7	5	1	0.0
224.322	0.09995112618526036	224322	11	image	11903	1191	01191_saddle	7	5	2	0.1999597802223434
224.522	0.09997934011335019	224522	53	image	5361	537	00537_flask	7	5	3	0.1999130395543034
224.722	0.0999775000000227	224722	15	image	15884	1589	01589_washcloth	7	5	4	0.19994307381602994
224.922	0.09996562674314191	224922	12	image	12244	1225	01225_scorpion	7	5	5	0.19992593955430493
225.122	0.09998041336984897	225122	26	image	269	27	00027_anvil	7	5	6	0.1999443470758706
225.322	0.09996248662901053	225322	14	image	14380	1438	01438_taffy	7	5	7	0.19994572674113442
225.521	0.09996774011233356	225521	94	image	94	10	00010_airplane	7	5	8	0.19992111281317193
225.722	0.09997351337187865	225722	92	image	9202	921	00921_mulch	7	5	9	0.19993786044506123
225.921	0.09996404011326376	225921	11	image	11395	1140	01140_rattle	7	5	10	0.19993043955400935
226.122	0.099970086630492	226122	10	image	10086	1009	01009_peg	7	5	11	0.19994527381641092
226.321	0.09997484011364577	226321	95	image	9524	953	00953_oilcan	7	5	12	0.19991932618358987
226.522	0.09996562674132292	226522	41	image	4144	415	00415_defibrillator	7	5	13	0.19994626044717734
226.722	0.09995922674170288	226722	88	image	8851	886	00886_microscope	7	5	14	0.19993708662877907
226.921	0.09997402674162004	226921	49	image	4925	493	00493_eye_patch	7	5	15	0.19991105292501743
227.121	0.09996601337115862	227121	87	image	8722	873	00873_matchbox	7	5	16	0.19995466044565546
227.321	0.09995230000095034	227321	14	image	14055	1406	01406_suitcase	7	5	17	0.19994248662806058
227.521	0.09995695348152367	227521	47	image	4786	479	00479_eggnog	7	5	18	0.19991723955718044
227.721	0.09995624011207838	227721	12	image	12348	1235	01235_seafood	7	5	19	0.19995036044383596
227.921	0.09998422674107132	227921	56	image	5684	569	00569_funnel	7	5	20	0.19990593955481017
229.753	0.09998317326062534	229753	13	image	13896	1390	01390_stopwatch	7	6	1	0.0
229.954	0.09994918662960117	229954	30	image	3031	304	00304_cigarette_butt	7	6	2	0.19997829359272146
230.153	0.09997702674081665	230153	56	image	565	57	00057_balloon	7	6	3	0.19989453955531644
230.354	0.09996920000048704	230354	59	image	5944	595	00595_girl	7	6	4	0.19995217381620023
230.554	0.09996540000065579	230554	16	image	16154	1616	01616_whistle	7	6	5	0.19994380000025558
230.753	0.09996134011089453	230753	20	image	2003	201	00201_butter	7	6	6	0.19991301281334017
230.954	0.09996721337120107	230954	15	image	15001	1501	01501_tortilla	7	6	7	0.19995297381501587
231.153	0.09998429999905056	231153	14	image	14040	1404	01404_subway	7	6	8	0.19990713955485262
231.353	0.09996135988694732	231353	61	image	6136	614	00614_granola	7	6	9	0.1999617871879309
231.553	0.09997188022134651	231553	81	image	8152	816	00816_life_jacket	7	6	10	0.1999219994431769
231.753	0.09996119999959774	231753	14	image	14896	1490	01490_tomato	7	6	11	0.1999409139261843
231.953	0.0999697000006563	231953	20	image	2065	207	00207_cable	7	6	12	0.19991812618354743
232.153	0.09995083955436712	232153	12	image	12109	1211	01211_sawhorse	7	6	13	0.19994716044675442
232.353	0.09996712674183073	232353	14	image	14392	1440	01440_tamale	7	6	14	0.19992372618253285
232.553	0.09995581336988835	232553	94	image	9447	945	00945_notepad	7	6	15	0.19995187381755386
232.752	0.09997861337251379	232752	29	image	2953	296	00296_chisel	7	6	16	0.19991412618219329
232.953	0.09996119999959774	232953	15	image	15830	1583	01583_wall	7	6	17	0.19995367381852702
233.152	0.09997029359328735	233152	59	image	5956	596	00596_glass	7	6	18	0.19991681281135243
233.353	0.09995821336997324	233353	13	image	13283	1329	01329_sorbet	7	6	19	0.19995357381776557
233.552	0.0999622267408995	233552	10	image	10727	1073	01073_polar_bear	7	6	20	0.19991652618227818
235.435	0.09997831977671012	235435	14	image	14398	1440	01440_tamale	7	7	1	0.0
235.635	0.09995689999959723	235635	12	image	12593	1260	01260_shirt	7	7	2	0.19996058022297802
235.835	0.09995944011279789	235835	255	target	n/a	n/a	n/a	7	7	3	0.19991632618257427
236.035	0.09995814011017501	236035	20	image	2052	206	00206_cabinet	7	7	4	0.19994196044717683
236.235	0.09997121337255521	236235	58	image	5876	588	00588_gel	7	7	5	0.1999139662948437
236.435	0.09996792673882737	236435	15	image	15358	1536	01536_tuba	7	7	6	0.19995564707642188
236.634	0.09996662674166146	236634	15	image	15738	1574	01574_violin	7	7	7	0.19992412618194066
236.835	0.09996398662951833	236835	11	image	11939	1194	01194_sail	7	7	8	0.1999459871876752
237.034	0.09996662674166146	237034	49	image	4926	493	00493_eye_patch	7	7	9	0.19991741281228315
237.235	0.09996081337158103	237235	54	image	5434	544	00544_flower	7	7	10	0.19995107381691923
237.435	0.09996580640836328	237435	10	image	1068	107	00107_belt	7	7	11	0.1999348999997892
