onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
14.016	0.09997067495896772	14016	65	image	6572	658	00658_handprint	13	1	1	n/a
14.216	0.09997956244114903	14216	22	image	2296	230	00230_canister	13	1	2	0.19994320015939593
14.416	0.09997372504039959	14416	15	image	15024	1503	01503_totem_pole	13	1	3	0.1999237497602735
14.616	0.09996141251940571	14616	18	image	1848	185	00185_bubble	13	1	4	0.19995821268094005
14.816	0.09997122503955325	14816	52	image	5220	522	00522_firetruck	13	1	5	0.1999120873188076
15.016	0.09996091251923644	15016	90	image	9034	904	00904_mop	13	1	6	0.19995822520104412
15.216	0.09998340016136353	15216	20	image	2035	204	00204_button2	13	1	7	0.19991619983920828
15.416	0.09997745023974858	15416	65	image	6584	659	00659_hanger	13	1	8	0.19993017496017274
15.616	0.09997158748046786	15616	54	image	5454	546	00546_fly	13	1	9	0.19994635023977025
15.816	0.09997418747843767	15816	71	image	7129	713	00713_hovercraft	13	1	10	0.1999367125226854
16.015	0.09995981251995545	16015	12	image	12506	1251	01251_sheath	13	1	11	0.19992884975727065
16.216	0.09997871268024028	16216	77	image	776	78	00078_bassinet	13	1	12	0.19993555024120724
16.415	0.09996793755999533	16415	67	image	6770	677	00677_hearing_aid	13	1	13	0.1999268372401275
16.616	0.0999671000008675	16616	20	image	2015	202	00202_butterfly	13	1	14	0.19994595023854345
16.816	0.09996038747885905	16816	91	image	9135	914	00914_mousse	13	1	15	0.1999378125219664
17.015	0.09997066244068264	17015	15	image	15939	1594	01594_water_cooler	13	1	16	0.199917249758073
17.215	0.0999532125206315	17215	15	image	15498	1550	01550_tweezers	13	1	17	0.1999543377205555
17.415	0.09997971251868876	17415	97	image	9782	979	00979_panties	13	1	18	0.19990586228050233
17.615	0.09996639999917534	17615	44	image	4440	444	00444_doorbell	13	1	19	0.19996113771958335
17.815	0.09996202504225948	17815	10	image	10079	1008	01008_peeler	13	1	20	0.19993628747943148
19.714	0.09996906243941339	19714	66	image	6665	667	00667_hatchet	13	2	1	0.0
19.915	0.09996938747826789	19915	10	image	10041	1005	01005_pecan	13	2	2	0.19994880016020034
20.114	0.09996862503976445	20114	16	image	16041	1605	01605_webcam	13	2	3	0.19992792471930443
20.314	0.09996377495735942	20314	14	image	14305	1431	01431_tab	13	2	4	0.19994857528217835
20.514	0.0999629624402587	20514	14	image	14710	1471	01471_thread	13	2	5	0.19993401251849718
20.714	0.09995196227828274	20714	11	image	11750	1175	01175_roller_coaster	13	2	6	0.1999325874803617
20.914	0.09997370000019146	20914	18	image	1897	190	00190_bull	13	2	7	0.19991864975781937
21.114	0.09997458747966448	21114	14	image	14121	1413	01413_sushi	13	2	8	0.19994576276258158
21.314	0.0999743749616755	21314	13	image	13662	1367	01367_staple	13	2	9	0.19993231251828547
21.514	0.09997652504171128	21514	70	image	7082	709	00709_hot_tub	13	2	10	0.19991482471959898
21.714	0.09998995008027123	21714	34	image	3441	345	00345_compost	13	2	11	0.19993847511977947
21.914	0.09996558747843665	21914	81	image	8102	811	00811_leotard	13	2	12	0.19995407512215024
22.113	0.09997211251902627	22113	94	image	9474	948	00948_oar	13	2	13	0.1999231372392387
22.314	0.09997068747907178	22314	22	image	2271	228	00228_candy_cane	13	2	14	0.1999408502397273
22.513	0.0999686375616875	22513	13	image	13416	1342	01342_speedboat	13	2	15	0.19992314975934278
22.714	0.09997901251881558	22714	19	image	1987	199	00199_burrito	13	2	16	0.19994476276224304
22.913	0.09997312520135893	22913	40	image	4020	402	00402_curb	13	2	17	0.19991743723767286
23.114	0.09996032504204777	23114	64	image	6444	645	00645_hairbrush	13	2	18	0.19995595024010981
23.313	0.09997767495769949	23313	53	image	5304	531	00531_flag	13	2	19	0.19993012504164653
23.513	0.09998280000036175	23513	86	image	8682	869	00869_mask	13	2	20	0.19991383723754552
25.362	0.09998524992079183	25362	12	image	12320	1232	01232_screwdriver	13	3	1	0.0
25.563	0.09996698748000199	25563	13	image	13041	1305	01305_slug	13	3	2	0.19995378764178895
25.762	0.09998255008031265	25762	42	image	4222	423	00423_dice	13	3	3	0.1999198121993686
25.963	0.09996601235980052	25963	50	image	5066	507	00507_fig	13	3	4	0.19996157527930336
26.163	0.099961262438228	26163	72	image	7249	725	00725_iceskate	13	3	5	0.19993480000084674
26.362	0.0999640125210135	26362	13	image	13033	1304	01304_sloth	13	3	6	0.19991483723788406
26.562	0.09996788763965014	26562	16	image	16438	1644	01644_xylophone	13	3	7	0.1999439001610881
26.762	0.09995511252054712	26762	12	image	12559	1256	01256_shell2	13	3	8	0.19994065007995232
26.962	0.09997971252050775	26962	11	image	11727	1173	01173_roll	13	3	9	0.19990716227948724
27.162	0.09997053756160312	27162	92	image	9237	924	00924_mustache	13	3	10	0.19995982520049438
27.362	0.09996778747699864	27362	11	image	11975	1198	01198_sand	13	3	11	0.19993132504168898
27.562	0.09997790000124951	27562	11	image	11994	1200	01200_sandbox	13	3	12	0.1999096622766956
27.762	0.0999718999992183	27762	41	image	4177	418	00418_desk	13	3	13	0.19995843772267108
27.962	0.09995419999904698	27962	98	image	983	99	00099_bedpost	13	3	14	0.19994240000050922
28.161	0.09996211251927889	28161	35	image	3542	355	00355_coop	13	3	15	0.19991094975739543
28.362	0.09996977495939063	28362	93	image	9361	937	00937_nest	13	3	16	0.19994966276135528
28.561	0.09996442504052538	28561	71	image	7129	713	00713_hovercraft	13	3	17	0.19991743723949185
28.762	0.09997308748097566	28762	81	image	8145	815	00815_lid	13	3	18	0.19994286276050843
28.961	0.09997591251885751	28961	13	image	13270	1327	01327_sombrero	13	3	19	0.19992462471964245
29.162	0.09995748747860489	29162	57	image	5793	580	00580_gasket	13	3	20	0.19995776276118704
31.027	0.0999807874813996	31027	78	image	7883	789	00789_lantern	13	4	1	0.0
31.228	0.09996098747797078	31228	95	image	9525	953	00953_oilcan	13	4	2	0.19995670016214717
31.428	0.09996411252177495	31428	85	image	850	85	00085_baton2	13	4	3	0.19993568747850077
31.627	0.09997958747953817	31627	45	image	4584	459	00459_duck	13	4	4	0.1999091622801643
31.827	0.09997042504073761	31827	66	image	666	67	00067_barbed_wire	13	4	5	0.19996061267920595
32.027	0.0999761999992188	32027	19	image	1979	198	00198_burner	13	4	6	0.19992832504067337
32.227	0.09997222504171077	32227	10	image	10887	1089	01089_pot	13	4	7	0.19991646227936144
32.427	0.09996888747991761	32427	10	image	10917	1092	01092_pothole	13	4	8	0.19995016276152455
32.627	0.09997708748051082	32627	57	image	57	6	00006_air_mattress	13	4	9	0.19993129999966186
32.827	0.09997946259863966	32827	12	image	1265	127	00127_blinder	13	4	10	0.1999205372394499
