onset	duration	sample	value	trial_type	tot_img_number	img_category	category_name	block	sequence	img_in_sequence	soa
23.864	0.09998225370509317	23864	69	image	6973	698	00698_hook1	4	1	1	n/a
24.065	0.09995714953947754	24065	16	image	1651	166	00166_bra	4	1	2	0.1999500578695006
24.263	0.09997452314746624	24263	16	image	16054	1606	01606_wedding_cake	4	1	3	0.19992306111453217
24.463	0.09995132314725197	24463	37	image	3763	377	00377_cracker	4	1	4	0.19995820416443166
24.663	0.09996464629512047	24663	64	image	6459	646	00646_hairdryer	4	1	5	0.19991759583535895
24.863	0.0999755884276965	24863	13	image	13868	1387	01387_stockings	4	1	6	0.199938538884453
25.063	0.09995674629499263	25063	13	image	13748	1375	01375_steering_wheel	4	1	7	0.19993174954106507
25.263	0.09996139999930165	25263	14	image	14486	1449	01449_tarp	4	1	8	0.19993936203354679
25.463	0.099970723147635	25463	97	image	9757	976	00976_pan	4	1	9	0.19991926111470093
25.663	0.09996862314801547	25663	10	image	10884	1089	01089_pot	4	1	10	0.1999577041642624
25.862	0.09995913472084794	25862	60	image	6043	605	00605_gold	4	1	11	0.19991967268833832
26.063	0.09996042314742226	26063	13	image	13750	1375	01375_steering_wheel	4	1	12	0.19994293888521497
26.263	0.09995982314831053	26263	11	image	11061	1107	01107_pulley	4	1	13	0.19994509999924048
26.462	0.09997323472089192	26462	48	image	4825	483	00483_electric_chair	4	1	14	0.19990777268867532
26.663	0.09996940000019094	26663	52	image	5267	527	00527_fishbowl	4	1	15	0.19995042731170543
26.862	0.09996701157251664	26862	62	image	6248	625	00625_grill	4	1	16	0.19991568426303274
27.063	0.09996757685257762	27063	42	image	4251	426	00426_dish	4	1	17	0.1999461388841155
27.262	0.09995665787027974	27262	77	image	775	78	00078_bassinet	4	1	18	0.1999322263927752
27.462	0.09995872314721055	27462	12	image	12088	1209	01209_sauerkraut	4	1	19	0.19994335046067135
27.662	0.09998483472190856	27662	54	image	5474	548	00548_flyswatter	4	1	20	0.1999100611137692
29.962	0.09997433055832516	29962	28	image	2865	287	00287_chihuahua	4	2	1	0.0
30.162	0.09996823472283722	30162	85	image	8503	851	00851_mailbox	4	2	2	0.19995194629518664
